-5.590587610172406130e+00,-1.765972447818048252e+01
1.966443006314485231e+01,-2.346055861198022185e+01
4.806546633032391824e+00,-1.404815595221847779e+01
2.989258674194902543e+00,-1.852374355433660114e+01
-2.067983213731210412e+00,-1.927775811529219041e+01
-4.180193192663887725e-02,-9.696125948312548815e+00
1.311021970118847690e+01,-1.933883657009939228e+01
-1.680168347065329693e+00,-1.559887866313835936e+01
-4.035853769746883479e+00,-1.445005510492701539e+01
3.143905010223607688e-01,-1.642428714323563810e+01
-6.862833516129272837e+00,2.128813354749108447e-02
-1.152007887575450029e+00,-1.015183116471018110e+01
-1.176406594754515744e+01,-1.485166098247240463e+01
-9.447121723049500375e+00,-1.564590847991547351e+00
-8.775549373879774961e+00,-7.273960254602378939e+00
