2.401556205749511719e+01,1.048906421661376953e+01
3.669795989990234375e-01,1.040528392791748047e+01
-2.737826585769653320e+00,-5.489830017089843750e+01
-9.560830593109130859e-01,-5.064188766479492188e+01
-2.738500118255615234e+00,-5.490284729003906250e+01
2.362871742248535156e+01,-2.977429580688476562e+01
7.687925338745117188e+00,-4.615131378173828125e+01
7.133430957794189453e+00,-3.799013519287109375e+01
7.826917171478271484e+00,-4.116255187988281250e+01
7.018457889556884766e+00,-3.807775497436523438e+01
